"m11125","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","2015","middle vocational","Urban Area","236","0.0374351698184011","0.0330181760180814","0.0418521636187207","2"
"2 on Scale 1 to 10","2015","middle vocational","Rural Area","161","0.0517092703661659","0.0453073091561511","0.0581112315761806","2"
"2 on Scale 1 to 10","2015","inadequately","Urban Area","14","","","","2"
"2 on Scale 1 to 10","2015","inadequately","Rural Area","8","","","","2"
"2 on Scale 1 to 10","2015","general elemantary","Urban Area","61","0.0461701917566681","0.0364349830795183","0.055905400433818","2"
"2 on Scale 1 to 10","2015","general elemantary","Rural Area","29","","","","2"
"2 on Scale 1 to 10","2015","vocational + Abi","Urban Area","36","0.0285844163607608","0.0199477275855768","0.0372211051359449","2"
"2 on Scale 1 to 10","2015","vocational + Abi","Rural Area","12","","","","2"
"2 on Scale 1 to 10","2015","higher vocational","Urban Area","23","","","","2"
"2 on Scale 1 to 10","2015","higher vocational","Rural Area","20","","","","2"
"2 on Scale 1 to 10","2015","higher education","Urban Area","91","0.0201345137088745","0.015913632291661","0.024355395126088","2"
"2 on Scale 1 to 10","2015","higher education","Rural Area","39","0.0222942301847829","0.0151269461056324","0.0294615142639334","2"
"3 on Scale 1 to 10","2015","inadequately","Urban Area","21","","","","3"
"3 on Scale 1 to 10","2015","in school","Urban Area","3","","","","3"
"3 on Scale 1 to 10","2015","in school","Rural Area","2","","","","3"
"3 on Scale 1 to 10","2015","inadequately","Rural Area","12","","","","3"
"3 on Scale 1 to 10","2015","general elemantary","Urban Area","97","0.0690877593994339","0.0573229768254745","0.0808525419733934","3"
"3 on Scale 1 to 10","2015","general elemantary","Rural Area","59","0.069386269921975","0.0527939469007818","0.0859785929431682","3"
"3 on Scale 1 to 10","2015","middle vocational","Urban Area","361","0.0591456281285514","0.053656613111338","0.0646346431457649","3"
"3 on Scale 1 to 10","2015","middle vocational","Rural Area","250","0.051722463143545","0.0453197298460012","0.0581251964410888","3"
"3 on Scale 1 to 10","2015","vocational + Abi","Urban Area","50","0.0317714118728751","0.0226809221452944","0.0408619016004557","3"
"3 on Scale 1 to 10","2015","vocational + Abi","Rural Area","27","","","","3"
"3 on Scale 1 to 10","2015","higher vocational","Urban Area","50","0.0672926856382518","0.0511652675100306","0.0834201037664731","3"
"3 on Scale 1 to 10","2015","higher vocational","Rural Area","30","0.0562146925479976","0.0378454542718792","0.0745839308241159","3"
"3 on Scale 1 to 10","2015","higher education","Rural Area","56","0.0467643497247006","0.0365146326695993","0.057014066779802","3"
"3 on Scale 1 to 10","2015","higher education","Urban Area","180","0.0418486363776027","0.0358312615508363","0.0478660112043691","3"
"4 on Scale 1 to 10","2015","in school","Rural Area","4","","","","4"
"4 on Scale 1 to 10","2015","inadequately","Urban Area","30","0.12026030410634","0.0823643263752654","0.158156281837415","4"
"4 on Scale 1 to 10","2015","inadequately","Rural Area","11","","","","4"
"4 on Scale 1 to 10","2015","vocational + Abi","Rural Area","20","","","","4"
"4 on Scale 1 to 10","2015","higher vocational","Urban Area","54","0.0567951968111842","0.0418958568306057","0.0716945367917627","4"
"4 on Scale 1 to 10","2015","vocational + Abi","Urban Area","74","0.0521395024929592","0.0406172940960717","0.0636617108898467","4"
"4 on Scale 1 to 10","2015","higher education","Urban Area","178","0.0425197848478491","0.036456474726587","0.0485830949691111","4"
"4 on Scale 1 to 10","2015","general elemantary","Urban Area","107","0.0695034744068044","0.0577059844513399","0.0813009643622689","4"
"4 on Scale 1 to 10","2015","general elemantary","Rural Area","49","0.0540765078188272","0.0393086323970828","0.0688443832405717","4"
"4 on Scale 1 to 10","2015","middle vocational","Urban Area","421","0.0563170070562099","0.0509528098153179","0.0616812042971019","4"
"4 on Scale 1 to 10","2015","middle vocational","Rural Area","254","0.0605488429427157","0.0536536232500863","0.0674440626353452","4"
"4 on Scale 1 to 10","2015","higher vocational","Rural Area","34","0.0780469482728789","0.0566544262396452","0.0994394703061127","4"
"4 on Scale 1 to 10","2015","in school","Urban Area","4","","","","4"
"4 on Scale 1 to 10","2015","higher education","Rural Area","90","0.0684686240692888","0.0562083879938635","0.0807288601447141","4"
"5 on Scale 1 to 10","2015","general elemantary","Urban Area","249","0.143095066501911","0.126850518461171","0.159339614542651","5"
"5 on Scale 1 to 10","2015","higher education","Rural Area","169","0.110085098137134","0.0948903748542431","0.125279821420025","5"
"5 on Scale 1 to 10","2015","inadequately","Rural Area","22","","","","5"
"5 on Scale 1 to 10","2015","general elemantary","Rural Area","162","0.240598206142166","0.212687700956592","0.268508711327739","5"
"5 on Scale 1 to 10","2015","middle vocational","Urban Area","954","0.147339574074226","0.139092124867607","0.155587023280844","5"
"5 on Scale 1 to 10","2015","middle vocational","Rural Area","644","0.146918301125664","0.136683218747435","0.157153383503893","5"
"5 on Scale 1 to 10","2015","higher vocational","Urban Area","110","0.10884676641139","0.0887977909899855","0.128895741832796","5"
"5 on Scale 1 to 10","2015","higher vocational","Rural Area","79","0.109159637790761","0.0842905069295647","0.134028768651958","5"
"5 on Scale 1 to 10","2015","higher education","Urban Area","357","0.0888098532050936","0.080261461154908","0.0973582452552792","5"
"5 on Scale 1 to 10","2015","inadequately","Urban Area","51","0.187317739888288","0.141860326736401","0.232775153040174","5"
"5 on Scale 1 to 10","2015","in school","Urban Area","15","","","","5"
"5 on Scale 1 to 10","2015","in school","Rural Area","9","","","","5"
"5 on Scale 1 to 10","2015","vocational + Abi","Urban Area","129","0.0898710248181139","0.0750478445638365","0.104694205072391","5"
"5 on Scale 1 to 10","2015","vocational + Abi","Rural Area","38","0.0558875409080076","0.0362759805792798","0.0754991012367353","5"
"6 on Scale 1 to 10","2015","in school","Urban Area","13","","","","6"
"6 on Scale 1 to 10","2015","general elemantary","Rural Area","94","0.0860450675064077","0.0677341091111567","0.104356025901659","6"
"6 on Scale 1 to 10","2015","middle vocational","Urban Area","736","0.103416645438844","0.0963312768093436","0.110502014068345","6"
"6 on Scale 1 to 10","2015","middle vocational","Rural Area","473","0.0982461060611754","0.0896409298618531","0.106851282260498","6"
"6 on Scale 1 to 10","2015","in school","Rural Area","6","","","","6"
"6 on Scale 1 to 10","2015","inadequately","Urban Area","27","","","","6"
"6 on Scale 1 to 10","2015","inadequately","Rural Area","16","","","","6"
"6 on Scale 1 to 10","2015","general elemantary","Urban Area","194","0.108673055375547","0.0942350088404875","0.123111101910607","6"
"6 on Scale 1 to 10","2015","vocational + Abi","Urban Area","124","0.12430178734329","0.107201792058007","0.141401782628574","6"
"6 on Scale 1 to 10","2015","vocational + Abi","Rural Area","45","0.101151172077277","0.0754074361808286","0.126894907973725","6"
"6 on Scale 1 to 10","2015","higher vocational","Urban Area","115","0.127273439745364","0.105819047746819","0.14872783174391","6"
"6 on Scale 1 to 10","2015","higher education","Rural Area","149","0.0997895430735245","0.0852393474426247","0.114339738704424","6"
"6 on Scale 1 to 10","2015","higher education","Urban Area","426","0.101003215570664","0.091948057883034","0.110058373258295","6"
"6 on Scale 1 to 10","2015","higher vocational","Rural Area","70","0.112234253583498","0.0870608739636897","0.137407633203306","6"
"7 on Scale 1 to 10","2015","in school","Rural Area","14","","","","7"
"7 on Scale 1 to 10","2015","inadequately","Urban Area","32","0.09591016248269","0.0616023537342965","0.130217971231083","7"
"7 on Scale 1 to 10","2015","vocational + Abi","Rural Area","118","0.236307368782383","0.200037940006394","0.272576797558371","7"
"7 on Scale 1 to 10","2015","higher vocational","Urban Area","202","0.225148307534167","0.198260718575849","0.252035896492485","7"
"7 on Scale 1 to 10","2015","middle vocational","Rural Area","812","0.178359163482566","0.167291733007353","0.189426593957778","7"
"7 on Scale 1 to 10","2015","vocational + Abi","Urban Area","287","0.202751477828161","0.181913337998853","0.22358961765747","7"
"7 on Scale 1 to 10","2015","middle vocational","Urban Area","1288","0.177787234479061","0.168890834795553","0.186683634162569","7"
"7 on Scale 1 to 10","2015","higher vocational","Rural Area","127","0.201185320348827","0.16921472050331","0.233155920194344","7"
"7 on Scale 1 to 10","2015","in school","Urban Area","39","0.162156881170146","0.1148287696677","0.209484992672592","7"
"7 on Scale 1 to 10","2015","higher education","Urban Area","825","0.200254183273883","0.188228323503689","0.212280043044077","7"
"7 on Scale 1 to 10","2015","inadequately","Rural Area","15","","","","7"
"7 on Scale 1 to 10","2015","general elemantary","Urban Area","274","0.151530399238536","0.134896387333328","0.168164411143745","7"
"7 on Scale 1 to 10","2015","higher education","Rural Area","328","0.191361045869945","0.17226434321169","0.210457748528201","7"
"7 on Scale 1 to 10","2015","general elemantary","Rural Area","123","0.132036010021752","0.109931405701135","0.154140614342369","7"
"8 on Scale 1 to 10","2015","general elemantary","Urban Area","347","0.194725122414302","0.176355000065645","0.213095244762958","8"
"8 on Scale 1 to 10","2015","middle vocational","Rural Area","1082","0.224391958802822","0.212330971024662","0.236452946580982","8"
"8 on Scale 1 to 10","2015","vocational + Abi","Urban Area","371","0.220775000994547","0.199277575199447","0.242272426789648","8"
"8 on Scale 1 to 10","2015","vocational + Abi","Rural Area","134","0.250395088872407","0.213406147808465","0.287384029936349","8"
"8 on Scale 1 to 10","2015","higher vocational","Urban Area","228","0.244468051882534","0.216802094949636","0.272134008815433","8"
"8 on Scale 1 to 10","2015","higher vocational","Rural Area","149","0.25478585844011","0.220035617088981","0.289536099791239","8"
"8 on Scale 1 to 10","2015","higher education","Urban Area","1188","0.263205314642685","0.249971961027268","0.276438668258101","8"
"8 on Scale 1 to 10","2015","higher education","Rural Area","461","0.266655618533584","0.245188011210935","0.288123225856232","8"
"8 on Scale 1 to 10","2015","inadequately","Urban Area","44","0.143286571735443","0.102466345599983","0.184106797870904","8"
"8 on Scale 1 to 10","2015","inadequately","Rural Area","18","","","","8"
"8 on Scale 1 to 10","2015","general elemantary","Rural Area","191","0.202702912293263","0.176453125604341","0.228952698982185","8"
"8 on Scale 1 to 10","2015","in school","Rural Area","23","","","","8"
"8 on Scale 1 to 10","2015","middle vocational","Urban Area","1657","0.224136173484524","0.214432847545687","0.233839499423361","8"
"8 on Scale 1 to 10","2015","in school","Urban Area","46","0.236057460390804","0.181530744299521","0.290584176482086","8"
"9 on Scale 1 to 10","2015","in school","Urban Area","60","0.280418883441796","0.222740425961463","0.338097340922129","9"
"9 on Scale 1 to 10","2015","in school","Rural Area","34","0.308135644893181","0.224827294392724","0.391443995393637","9"
"9 on Scale 1 to 10","2015","inadequately","Urban Area","18","","","","9"
"9 on Scale 1 to 10","2015","inadequately","Rural Area","10","","","","9"
"9 on Scale 1 to 10","2015","general elemantary","Urban Area","195","0.0857296339280993","0.0727419477231479","0.0987173201330508","9"
"9 on Scale 1 to 10","2015","general elemantary","Rural Area","92","0.0741661295386889","0.0570559315235127","0.0912763275538651","9"
"9 on Scale 1 to 10","2015","middle vocational","Urban Area","810","0.105814976084701","0.0986575123515211","0.11297243981788","9"
"9 on Scale 1 to 10","2015","middle vocational","Rural Area","512","0.0984364097078558","0.0898238123194093","0.107049007096302","9"
"9 on Scale 1 to 10","2015","vocational + Abi","Urban Area","232","0.166202648482841","0.146908336440587","0.185496960525095","9"
"9 on Scale 1 to 10","2015","vocational + Abi","Rural Area","88","0.176925542009516","0.144345051900593","0.209506032118439","9"
"9 on Scale 1 to 10","2015","higher vocational","Urban Area","98","0.0825771689876601","0.0648588306375349","0.100295507337785","9"
"9 on Scale 1 to 10","2015","higher vocational","Rural Area","69","0.0833876766370189","0.0613394632001846","0.105435890073853","9"
"9 on Scale 1 to 10","2015","higher education","Urban Area","679","0.161884653315952","0.150815762984912","0.172953543646992","9"
"9 on Scale 1 to 10","2015","higher education","Rural Area","247","0.150328295299793","0.132978265179645","0.16767832541994","9"
"0 Completely dissatisfied","2016","in school","Urban Area","1","","","","0"
"0 Completely dissatisfied","2016","in school","Rural Area","","","","","0"
"0 Completely dissatisfied","2016","inadequately","Urban Area","46","0.0242586536128668","0.0160242072900302","0.0324930999357034","0"
"0 Completely dissatisfied","2016","inadequately","Rural Area","24","","","","0"
"0 Completely dissatisfied","2016","general elemantary","Urban Area","51","0.0172625519834155","0.0119033256898591","0.0226217782769718","0"
"0 Completely dissatisfied","2016","general elemantary","Rural Area","15","","","","0"
"0 Completely dissatisfied","2016","middle vocational","Urban Area","91","0.0153806693619715","0.0125420883764723","0.0182192503474707","0"
"0 Completely dissatisfied","2016","middle vocational","Rural Area","53","0.0137298065482022","0.0103589493077715","0.0171006637886329","0"
"0 Completely dissatisfied","2016","vocational + Abi","Urban Area","10","","","","0"
"0 Completely dissatisfied","2016","vocational + Abi","Rural Area","5","","","","0"
"0 Completely dissatisfied","2016","higher vocational","Urban Area","7","","","","0"
