"pli0097_h","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Never","1986","35-65 y.","Lower Saxony","518","0.911724507782309","0.888414423366698","0.93503459219792"
"Never","1986","35-65 y.","Bremen","46","0.922507860361423","0.84764543124949","0.997370289473355"
"Never","1986","35-65 y.","North Rhine-Westphalia","1359","0.90891510506458","0.894241302049863","0.923588908079296"
"Never","1986","35-65 y.","Hesse","492","0.918126061205367","0.894695687338632","0.941556435072103"
"Never","1986","35-65 y.","Rhineland-Palatinate,Saarland","333","0.88332109548335","0.850741240433014","0.915900950533685"
"Never","1986","35-65 y.","Baden-Württemberg","969","0.928378870723384","0.912600664913834","0.944157076532933"
"Never","1986","35-65 y.","Bavaria","826","0.893714537302452","0.87374472932399","0.913684345280914"
"Never","1986","35-65 y.","Berlin","170","0.868962330458388","0.820854503033106","0.91707015788367"
"Never","1986","35-65 y.","Brandenburg","","","",""
"Never","1986","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Never","1986","35-65 y.","Saxony","","","",""
"Never","1986","35-65 y.","Saxony-Anhalt","","","",""
"Never","1986","35-65 y.","Thuringia","","","",""
"Never","1986","66 and older","Schleswig-Holstein","30","1","1","1"
"Never","1986","66 and older","Hamburg","39","1","1","1"
"Never","1986","66 and older","Lower Saxony","115","0.963268966047775","0.929614102881414","0.996923829214136"
"Never","1986","66 and older","Bremen","32","0.960352412117957","0.893776853057402","1.02692797117851"
"Never","1986","66 and older","North Rhine-Westphalia","234","0.98643294039193","0.971704710046915","1.00116117073694"
"Never","1986","66 and older","Hesse","89","0.990873049688053","0.971225939194296","1.01052016018181"
"Never","1986","66 and older","Rhineland-Palatinate,Saarland","92","0.975709927245449","0.944588540980527","1.00683131351037"
"Never","1986","66 and older","Baden-Württemberg","157","0.986419084609867","0.968540612232458","1.00429755698728"
"Never","1986","66 and older","Bavaria","178","0.95091836146749","0.919954263647679","0.981882459287301"
"Never","1986","66 and older","Berlin","35","1","1","1"
"Never","1986","66 and older","Brandenburg","","","",""
"Never","1986","66 and older","Mecklenburg-Western Pomerania","","","",""
"Never","1986","66 and older","Saxony","","","",""
"Never","1986","66 and older","Saxony-Anhalt","","","",""
"Never","1986","66 and older","Thuringia","","","",""
"Daily","1987","16-34 y.","Schleswig-Holstein","","","",""
"Daily","1987","16-34 y.","Hamburg","","","",""
"Daily","1987","16-34 y.","Lower Saxony","","","",""
"Daily","1987","16-34 y.","Bremen","","","",""
"Daily","1987","16-34 y.","North Rhine-Westphalia","","","",""
"Daily","1987","16-34 y.","Hesse","","","",""
"Daily","1987","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","1987","16-34 y.","Baden-Württemberg","","","",""
"Daily","1987","16-34 y.","Bavaria","","","",""
"Daily","1987","16-34 y.","Berlin","","","",""
"Daily","1987","16-34 y.","Brandenburg","","","",""
"Daily","1987","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","1987","16-34 y.","Saxony","","","",""
"Daily","1987","16-34 y.","Saxony-Anhalt","","","",""
"Daily","1987","16-34 y.","Thuringia","","","",""
"Daily","1987","35-65 y.","Schleswig-Holstein","","","",""
"Daily","1987","35-65 y.","Hamburg","","","",""
"Daily","1987","35-65 y.","Lower Saxony","","","",""
"Daily","1987","35-65 y.","Bremen","","","",""
"Daily","1987","35-65 y.","North Rhine-Westphalia","","","",""
"Daily","1987","35-65 y.","Hesse","","","",""
"Daily","1987","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","1987","35-65 y.","Baden-Württemberg","","","",""
"Daily","1987","35-65 y.","Bavaria","","","",""
"Daily","1987","35-65 y.","Berlin","","","",""
"Daily","1987","35-65 y.","Brandenburg","","","",""
"Daily","1987","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","1987","35-65 y.","Saxony","","","",""
"Daily","1987","35-65 y.","Saxony-Anhalt","","","",""
"Daily","1987","35-65 y.","Thuringia","","","",""
"Daily","1987","66 and older","Schleswig-Holstein","","","",""
"Daily","1987","66 and older","Hamburg","","","",""
"Daily","1987","66 and older","Lower Saxony","","","",""
"Daily","1987","66 and older","Bremen","","","",""
"Daily","1987","66 and older","North Rhine-Westphalia","","","",""
"Daily","1987","66 and older","Hesse","","","",""
"Daily","1987","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Daily","1987","66 and older","Baden-Württemberg","","","",""
"Daily","1987","66 and older","Bavaria","","","",""
"Daily","1987","66 and older","Berlin","","","",""
"Daily","1987","66 and older","Brandenburg","","","",""
"Daily","1987","66 and older","Mecklenburg-Western Pomerania","","","",""
"Daily","1987","66 and older","Saxony","","","",""
"Daily","1987","66 and older","Saxony-Anhalt","","","",""
"Daily","1987","66 and older","Thuringia","","","",""
"Min 1x per week","1987","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per week","1987","16-34 y.","Hamburg","","","",""
"Min 1x per week","1987","16-34 y.","Lower Saxony","","","",""
"Min 1x per week","1987","16-34 y.","Bremen","","","",""
"Min 1x per week","1987","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","1987","16-34 y.","Hesse","","","",""
"Min 1x per week","1987","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1987","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per week","1987","16-34 y.","Bavaria","","","",""
"Min 1x per week","1987","16-34 y.","Berlin","","","",""
"Min 1x per week","1987","16-34 y.","Brandenburg","","","",""
"Min 1x per week","1987","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1987","16-34 y.","Saxony","","","",""
"Min 1x per week","1987","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per week","1987","16-34 y.","Thuringia","","","",""
"Min 1x per week","1987","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per week","1987","35-65 y.","Hamburg","","","",""
"Min 1x per week","1987","35-65 y.","Lower Saxony","","","",""
"Min 1x per week","1987","35-65 y.","Bremen","","","",""
"Min 1x per week","1987","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","1987","35-65 y.","Hesse","","","",""
"Min 1x per week","1987","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1987","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per week","1987","35-65 y.","Bavaria","","","",""
"Min 1x per week","1987","35-65 y.","Berlin","","","",""
"Min 1x per week","1987","35-65 y.","Brandenburg","","","",""
"Min 1x per week","1987","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1987","35-65 y.","Saxony","","","",""
"Min 1x per week","1987","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per week","1987","35-65 y.","Thuringia","","","",""
"Min 1x per week","1987","66 and older","Schleswig-Holstein","","","",""
"Min 1x per week","1987","66 and older","Hamburg","","","",""
"Min 1x per week","1987","66 and older","Lower Saxony","","","",""
"Min 1x per week","1987","66 and older","Bremen","","","",""
"Min 1x per week","1987","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per week","1987","66 and older","Hesse","","","",""
"Min 1x per week","1987","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1987","66 and older","Baden-Württemberg","","","",""
"Min 1x per week","1987","66 and older","Bavaria","","","",""
"Min 1x per week","1987","66 and older","Berlin","","","",""
"Min 1x per week","1987","66 and older","Brandenburg","","","",""
"Min 1x per week","1987","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1987","66 and older","Saxony","","","",""
"Min 1x per week","1987","66 and older","Saxony-Anhalt","","","",""
"Min 1x per week","1987","66 and older","Thuringia","","","",""
"Min 1x per month","1987","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per month","1987","16-34 y.","Hamburg","","","",""
"Min 1x per month","1987","16-34 y.","Lower Saxony","","","",""
"Min 1x per month","1987","16-34 y.","Bremen","","","",""
"Min 1x per month","1987","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","1987","16-34 y.","Hesse","","","",""
"Min 1x per month","1987","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","1987","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per month","1987","16-34 y.","Bavaria","","","",""
"Min 1x per month","1987","16-34 y.","Berlin","","","",""
"Min 1x per month","1987","16-34 y.","Brandenburg","","","",""
"Min 1x per month","1987","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1987","16-34 y.","Saxony","","","",""
"Min 1x per month","1987","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per month","1987","16-34 y.","Thuringia","","","",""
"Min 1x per month","1987","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per month","1987","35-65 y.","Hamburg","","","",""
"Min 1x per month","1987","35-65 y.","Lower Saxony","","","",""
"Min 1x per month","1987","35-65 y.","Bremen","","","",""
"Min 1x per month","1987","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","1987","35-65 y.","Hesse","","","",""
"Min 1x per month","1987","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","1987","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per month","1987","35-65 y.","Bavaria","","","",""
"Min 1x per month","1987","35-65 y.","Berlin","","","",""
"Min 1x per month","1987","35-65 y.","Brandenburg","","","",""
"Min 1x per month","1987","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1987","35-65 y.","Saxony","","","",""
"Min 1x per month","1987","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per month","1987","35-65 y.","Thuringia","","","",""
"Min 1x per month","1987","66 and older","Schleswig-Holstein","","","",""
"Min 1x per month","1987","66 and older","Hamburg","","","",""
"Min 1x per month","1987","66 and older","Lower Saxony","","","",""
"Min 1x per month","1987","66 and older","Bremen","","","",""
"Min 1x per month","1987","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per month","1987","66 and older","Hesse","","","",""
"Min 1x per month","1987","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","1987","66 and older","Baden-Württemberg","","","",""
"Min 1x per month","1987","66 and older","Bavaria","","","",""
"Min 1x per month","1987","66 and older","Berlin","","","",""
"Min 1x per month","1987","66 and older","Brandenburg","","","",""
"Min 1x per month","1987","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1987","66 and older","Saxony","","","",""
"Min 1x per month","1987","66 and older","Saxony-Anhalt","","","",""
"Min 1x per month","1987","66 and older","Thuringia","","","",""
"Rarely","1987","16-34 y.","Schleswig-Holstein","","","",""
"Rarely","1987","16-34 y.","Hamburg","","","",""
"Rarely","1987","16-34 y.","Lower Saxony","","","",""
"Rarely","1987","16-34 y.","Bremen","","","",""
"Rarely","1987","16-34 y.","North Rhine-Westphalia","","","",""
"Rarely","1987","16-34 y.","Hesse","","","",""
"Rarely","1987","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1987","16-34 y.","Baden-Württemberg","","","",""
"Rarely","1987","16-34 y.","Bavaria","","","",""
"Rarely","1987","16-34 y.","Berlin","","","",""
"Rarely","1987","16-34 y.","Brandenburg","","","",""
"Rarely","1987","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","1987","16-34 y.","Saxony","","","",""
"Rarely","1987","16-34 y.","Saxony-Anhalt","","","",""
"Rarely","1987","16-34 y.","Thuringia","","","",""
"Rarely","1987","35-65 y.","Schleswig-Holstein","","","",""
"Rarely","1987","35-65 y.","Hamburg","","","",""
"Rarely","1987","35-65 y.","Lower Saxony","","","",""
"Rarely","1987","35-65 y.","Bremen","","","",""
"Rarely","1987","35-65 y.","North Rhine-Westphalia","","","",""
"Rarely","1987","35-65 y.","Hesse","","","",""
"Rarely","1987","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1987","35-65 y.","Baden-Württemberg","","","",""
"Rarely","1987","35-65 y.","Bavaria","","","",""
"Rarely","1987","35-65 y.","Berlin","","","",""
"Rarely","1987","35-65 y.","Brandenburg","","","",""
"Rarely","1987","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","1987","35-65 y.","Saxony","","","",""
"Rarely","1987","35-65 y.","Saxony-Anhalt","","","",""
"Rarely","1987","35-65 y.","Thuringia","","","",""
"Rarely","1987","66 and older","Schleswig-Holstein","","","",""
"Rarely","1987","66 and older","Hamburg","","","",""
"Rarely","1987","66 and older","Lower Saxony","","","",""
"Rarely","1987","66 and older","Bremen","","","",""
"Rarely","1987","66 and older","North Rhine-Westphalia","","","",""
"Rarely","1987","66 and older","Hesse","","","",""
"Rarely","1987","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1987","66 and older","Baden-Württemberg","","","",""
"Rarely","1987","66 and older","Bavaria","","","",""
"Rarely","1987","66 and older","Berlin","","","",""
"Rarely","1987","66 and older","Brandenburg","","","",""
"Rarely","1987","66 and older","Mecklenburg-Western Pomerania","","","",""
"Rarely","1987","66 and older","Saxony","","","",""
"Rarely","1987","66 and older","Saxony-Anhalt","","","",""
"Rarely","1987","66 and older","Thuringia","","","",""
"Never","1987","16-34 y.","Schleswig-Holstein","","","",""
"Never","1987","16-34 y.","Hamburg","","","",""
"Never","1987","16-34 y.","Lower Saxony","","","",""
"Never","1987","16-34 y.","Bremen","","","",""
"Never","1987","16-34 y.","North Rhine-Westphalia","","","",""
"Never","1987","16-34 y.","Hesse","","","",""
"Never","1987","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Never","1987","16-34 y.","Baden-Württemberg","","","",""
"Never","1987","16-34 y.","Bavaria","","","",""
"Never","1987","16-34 y.","Berlin","","","",""
"Never","1987","16-34 y.","Brandenburg","","","",""
"Never","1987","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Never","1987","16-34 y.","Saxony","","","",""
"Never","1987","16-34 y.","Saxony-Anhalt","","","",""
"Never","1987","16-34 y.","Thuringia","","","",""
"Never","1987","35-65 y.","Schleswig-Holstein","","","",""
"Never","1987","35-65 y.","Hamburg","","","",""
"Never","1987","35-65 y.","Lower Saxony","","","",""
"Never","1987","35-65 y.","Bremen","","","",""
"Never","1987","35-65 y.","North Rhine-Westphalia","","","",""
"Never","1987","35-65 y.","Hesse","","","",""
"Never","1987","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Never","1987","35-65 y.","Baden-Württemberg","","","",""
"Never","1987","35-65 y.","Bavaria","","","",""
"Never","1987","35-65 y.","Berlin","","","",""
"Never","1987","35-65 y.","Brandenburg","","","",""
"Never","1987","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Never","1987","35-65 y.","Saxony","","","",""
"Never","1987","35-65 y.","Saxony-Anhalt","","","",""
"Never","1987","35-65 y.","Thuringia","","","",""
"Never","1987","66 and older","Schleswig-Holstein","","","",""
"Never","1987","66 and older","Hamburg","","","",""
"Never","1987","66 and older","Lower Saxony","","","",""
"Never","1987","66 and older","Bremen","","","",""
"Never","1987","66 and older","North Rhine-Westphalia","","","",""
"Never","1987","66 and older","Hesse","","","",""
"Never","1987","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Never","1987","66 and older","Baden-Württemberg","","","",""
"Never","1987","66 and older","Bavaria","","","",""
"Never","1987","66 and older","Berlin","","","",""
"Never","1987","66 and older","Brandenburg","","","",""
"Never","1987","66 and older","Mecklenburg-Western Pomerania","","","",""
"Never","1987","66 and older","Saxony","","","",""
"Never","1987","66 and older","Saxony-Anhalt","","","",""
"Never","1987","66 and older","Thuringia","","","",""
"Daily","1988","16-34 y.","Schleswig-Holstein","","","",""
"Daily","1988","16-34 y.","Hamburg","","","",""
"Daily","1988","16-34 y.","Lower Saxony","","","",""
"Daily","1988","16-34 y.","Bremen","","","",""
"Daily","1988","16-34 y.","North Rhine-Westphalia","","","",""
"Daily","1988","16-34 y.","Hesse","","","",""
"Daily","1988","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","1988","16-34 y.","Baden-Württemberg","","","",""
"Daily","1988","16-34 y.","Bavaria","","","",""
"Daily","1988","16-34 y.","Berlin","","","",""
"Daily","1988","16-34 y.","Brandenburg","","","",""
"Daily","1988","16-34 y.","Mecklenburg-Western Pomerania","","","",""
