"party","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Grüne","1986","(1c) basic vocational qualification","West Germany","51","0.0225352157888556","0.0161400874254781","0.0289303441522332"
"Grüne","1986","(1c) basic vocational qualification","East Germany","","","",""
"Grüne","1986","(2b) intermediate general qualification","West Germany","33","0.132256880428928","0.0863286540272027","0.178185106830653"
"Grüne","1986","(2b) intermediate general qualification","East Germany","","","",""
"Grüne","1986","(2a) intermediate vocational","West Germany","45","0.0480823132745982","0.0331448325733283","0.063019793975868"
"Grüne","1986","(2a) intermediate vocational","East Germany","","","",""
"Grüne","1986","(2c_gen) general maturity certificate","West Germany","69","0.306665395734408","0.245595123193221","0.367735668275596"
"Grüne","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"Grüne","1986","(2c_voc) vocational maturity certificate","West Germany","41","0.160040602250061","0.115127573445371","0.204953631054752"
"Grüne","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Grüne","1986","(3a) lower tertiary education","West Germany","19","","",""
"Grüne","1986","(3a) lower tertiary education","East Germany","","","",""
"Grüne","1986","(3b) higher tertiary education","West Germany","60","0.171398653482128","0.131804141974345","0.210993164989912"
"Grüne","1986","(3b) higher tertiary education","East Germany","","","",""
"PDS/Linke","1986","(0) in school","West Germany","","","",""
"PDS/Linke","1986","(0) in school","East Germany","","","",""
"PDS/Linke","1986","(1a) inadequately completed","West Germany","","","",""
"PDS/Linke","1986","(1a) inadequately completed","East Germany","","","",""
"PDS/Linke","1986","(1b) general elementary school","West Germany","","","",""
"PDS/Linke","1986","(1b) general elementary school","East Germany","","","",""
"PDS/Linke","1986","(1c) basic vocational qualification","West Germany","","","",""
"PDS/Linke","1986","(1c) basic vocational qualification","East Germany","","","",""
"PDS/Linke","1986","(2b) intermediate general qualification","West Germany","","","",""
"PDS/Linke","1986","(2b) intermediate general qualification","East Germany","","","",""
"PDS/Linke","1986","(2a) intermediate vocational","West Germany","","","",""
"PDS/Linke","1986","(2a) intermediate vocational","East Germany","","","",""
"PDS/Linke","1986","(2c_gen) general maturity certificate","West Germany","","","",""
"PDS/Linke","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"PDS/Linke","1986","(2c_voc) vocational maturity certificate","West Germany","","","",""
"PDS/Linke","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"PDS/Linke","1986","(3a) lower tertiary education","West Germany","","","",""
"PDS/Linke","1986","(3a) lower tertiary education","East Germany","","","",""
"PDS/Linke","1986","(3b) higher tertiary education","West Germany","","","",""
"PDS/Linke","1986","(3b) higher tertiary education","East Germany","","","",""
"NPD Combination","1986","(0) in school","West Germany","","","",""
"NPD Combination","1986","(0) in school","East Germany","","","",""
"NPD Combination","1986","(1a) inadequately completed","West Germany","","","",""
"NPD Combination","1986","(1a) inadequately completed","East Germany","","","",""
"NPD Combination","1986","(1b) general elementary school","West Germany","","","",""
"NPD Combination","1986","(1b) general elementary school","East Germany","","","",""
"NPD Combination","1986","(1c) basic vocational qualification","West Germany","","","",""
"NPD Combination","1986","(1c) basic vocational qualification","East Germany","","","",""
"NPD Combination","1986","(2b) intermediate general qualification","West Germany","","","",""
"NPD Combination","1986","(2b) intermediate general qualification","East Germany","","","",""
"NPD Combination","1986","(2a) intermediate vocational","West Germany","","","",""
"NPD Combination","1986","(2a) intermediate vocational","East Germany","","","",""
"NPD Combination","1986","(2c_gen) general maturity certificate","West Germany","","","",""
"NPD Combination","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"NPD Combination","1986","(2c_voc) vocational maturity certificate","West Germany","","","",""
"NPD Combination","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"NPD Combination","1986","(3a) lower tertiary education","West Germany","","","",""
"NPD Combination","1986","(3a) lower tertiary education","East Germany","","","",""
"NPD Combination","1986","(3b) higher tertiary education","West Germany","","","",""
"NPD Combination","1986","(3b) higher tertiary education","East Germany","","","",""
"AfD","1986","(0) in school","West Germany","","","",""
"AfD","1986","(0) in school","East Germany","","","",""
"AfD","1986","(1a) inadequately completed","West Germany","","","",""
"AfD","1986","(1a) inadequately completed","East Germany","","","",""
"AfD","1986","(1b) general elementary school","West Germany","","","",""
"AfD","1986","(1b) general elementary school","East Germany","","","",""
"AfD","1986","(1c) basic vocational qualification","West Germany","","","",""
"AfD","1986","(1c) basic vocational qualification","East Germany","","","",""
"AfD","1986","(2b) intermediate general qualification","West Germany","","","",""
"AfD","1986","(2b) intermediate general qualification","East Germany","","","",""
"AfD","1986","(2a) intermediate vocational","West Germany","","","",""
"AfD","1986","(2a) intermediate vocational","East Germany","","","",""
"AfD","1986","(2c_gen) general maturity certificate","West Germany","","","",""
"AfD","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"AfD","1986","(2c_voc) vocational maturity certificate","West Germany","","","",""
"AfD","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"AfD","1986","(3a) lower tertiary education","West Germany","","","",""
"AfD","1986","(3a) lower tertiary education","East Germany","","","",""
"AfD","1986","(3b) higher tertiary education","West Germany","","","",""
"AfD","1986","(3b) higher tertiary education","East Germany","","","",""
"Other","1986","(0) in school","West Germany","2","","",""
"Other","1986","(0) in school","East Germany","","","",""
"Other","1986","(1a) inadequately completed","West Germany","1","","",""
"Other","1986","(1a) inadequately completed","East Germany","","","",""
"Other","1986","(1b) general elementary school","West Germany","5","","",""
"Other","1986","(1b) general elementary school","East Germany","","","",""
"Other","1986","(1c) basic vocational qualification","West Germany","15","","",""
"Other","1986","(1c) basic vocational qualification","East Germany","","","",""
"Other","1986","(2b) intermediate general qualification","West Germany","1","","",""
"Other","1986","(2b) intermediate general qualification","East Germany","","","",""
"Other","1986","(2a) intermediate vocational","West Germany","3","","",""
"Other","1986","(2a) intermediate vocational","East Germany","","","",""
"Other","1986","(2c_gen) general maturity certificate","West Germany","","","",""
"Other","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"Other","1986","(2c_voc) vocational maturity certificate","West Germany","1","","",""
"Other","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","1986","(3a) lower tertiary education","West Germany","","","",""
"Other","1986","(3a) lower tertiary education","East Germany","","","",""
"Other","1986","(3b) higher tertiary education","West Germany","1","","",""
"Other","1986","(3b) higher tertiary education","East Germany","","","",""
"CDU/CSU","1987","(0) in school","West Germany","24","","",""
"CDU/CSU","1987","(0) in school","East Germany","","","",""
"CDU/CSU","1987","(1a) inadequately completed","West Germany","32","0.186464093674897","0.132886149888488","0.240042037461307"
"CDU/CSU","1987","(1a) inadequately completed","East Germany","","","",""
"CDU/CSU","1987","(1b) general elementary school","West Germany","470","0.442561490501288","0.41406456825517","0.471058412747406"
"CDU/CSU","1987","(1b) general elementary school","East Germany","","","",""
"CDU/CSU","1987","(1c) basic vocational qualification","West Germany","974","0.45348072824739","0.432767318417915","0.474194138076866"
"CDU/CSU","1987","(1c) basic vocational qualification","East Germany","","","",""
"CDU/CSU","1987","(2b) intermediate general qualification","West Germany","96","0.498388733013379","0.433056939424382","0.563720526602377"
"CDU/CSU","1987","(2b) intermediate general qualification","East Germany","","","",""
"CDU/CSU","1987","(2a) intermediate vocational","West Germany","438","0.523953578422526","0.490805305460982","0.557101851384069"
"CDU/CSU","1987","(2a) intermediate vocational","East Germany","","","",""
"CDU/CSU","1987","(2c_gen) general maturity certificate","West Germany","57","0.307502099157873","0.245962524744245","0.3690416735715"
"CDU/CSU","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"CDU/CSU","1987","(2c_voc) vocational maturity certificate","West Germany","101","0.478835231988938","0.416282595095677","0.541387868882198"
"CDU/CSU","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"CDU/CSU","1987","(3a) lower tertiary education","West Germany","79","0.458135654466077","0.386338941658295","0.529932367273859"
"CDU/CSU","1987","(3a) lower tertiary education","East Germany","","","",""
"CDU/CSU","1987","(3b) higher tertiary education","West Germany","129","0.40371101418746","0.351938144691462","0.455483883683457"
"CDU/CSU","1987","(3b) higher tertiary education","East Germany","","","",""
"SPD","1987","(0) in school","West Germany","38","0.405803493740868","0.300162620455506","0.51144436702623"
"SPD","1987","(0) in school","East Germany","","","",""
"SPD","1987","(1a) inadequately completed","West Germany","151","0.704467309273086","0.6417000366096","0.767234581936573"
"SPD","1987","(1a) inadequately completed","East Germany","","","",""
"SPD","1987","(1b) general elementary school","West Germany","617","0.501294262148162","0.472607521150366","0.529981003145959"
"SPD","1987","(1b) general elementary school","East Germany","","","",""
"SPD","1987","(1c) basic vocational qualification","West Germany","1050","0.45906489140143","0.438331083779626","0.479798699023233"
"SPD","1987","(1c) basic vocational qualification","East Germany","","","",""
"SPD","1987","(2b) intermediate general qualification","West Germany","92","0.36794635743955","0.304933952513166","0.430958762365935"
"SPD","1987","(2b) intermediate general qualification","East Germany","","","",""
"SPD","1987","(2a) intermediate vocational","West Germany","311","0.338306413404256","0.306903247999952","0.36970957880856"
"SPD","1987","(2a) intermediate vocational","East Germany","","","",""
"SPD","1987","(2c_gen) general maturity certificate","West Germany","80","0.295529482359163","0.234680540107741","0.356378424610585"
