"party","year","education","sex","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","1997","college entrance qualification","Male","39","0.038910682041884","0.0237619172953297","0.0540594467884382"
"PDS/Linke","1997","college entrance qualification","Female","","","",""
"PDS/Linke","1997","Other degree","Male","","","",""
"PDS/Linke","1997","Other degree","Female","","","",""
"PDS/Linke","1997","no degree/no degree yet","Male","","","",""
"PDS/Linke","1997","no degree/no degree yet","Female","","","",""
"NPD Combination","1997","lower secondary degree","Male","32","0.0248010112987385","0.015839882329556","0.0337621402679211"
"NPD Combination","1997","lower secondary degree","Female","","","",""
"NPD Combination","1997","secondary school degree","Male","31","0.0479422306492089","0.030847461709946","0.0650369995884717"
"NPD Combination","1997","secondary school degree","Female","","","",""
"NPD Combination","1997","college entrance qualification","Male","","","",""
"NPD Combination","1997","college entrance qualification","Female","","","",""
"NPD Combination","1997","Other degree","Male","","","",""
"NPD Combination","1997","Other degree","Female","","","",""
"NPD Combination","1997","no degree/no degree yet","Male","","","",""
"NPD Combination","1997","no degree/no degree yet","Female","","","",""
"AfD","1997","lower secondary degree","Male","","","",""
"AfD","1997","lower secondary degree","Female","","","",""
"AfD","1997","secondary school degree","Male","","","",""
"AfD","1997","secondary school degree","Female","","","",""
"AfD","1997","college entrance qualification","Male","","","",""
"AfD","1997","college entrance qualification","Female","","","",""
"AfD","1997","Other degree","Male","","","",""
"AfD","1997","Other degree","Female","","","",""
"AfD","1997","no degree/no degree yet","Male","","","",""
"AfD","1997","no degree/no degree yet","Female","","","",""
"Other","1997","lower secondary degree","Male","","","",""
"Other","1997","lower secondary degree","Female","","","",""
"Other","1997","secondary school degree","Male","","","",""
"Other","1997","secondary school degree","Female","","","",""
"Other","1997","college entrance qualification","Male","","","",""
"Other","1997","college entrance qualification","Female","","","",""
"Other","1997","Other degree","Male","","","",""
"Other","1997","Other degree","Female","","","",""
"Other","1997","no degree/no degree yet","Male","","","",""
"Other","1997","no degree/no degree yet","Female","","","",""
"CDU/CSU","1998","lower secondary degree","Male","454","0.358537662396569","0.332448284862931","0.384627039930208"
"CDU/CSU","1998","lower secondary degree","Female","475","0.406674571326272","0.378659409734262","0.434689732918283"
"CDU/CSU","1998","secondary school degree","Male","262","0.39940233904884","0.363119923654045","0.435684754443635"
"CDU/CSU","1998","secondary school degree","Female","250","0.38797729344831","0.353195710753258","0.422758876143363"
"CDU/CSU","1998","college entrance qualification","Male","242","0.364198205065999","0.328901939327913","0.399494470804085"
"CDU/CSU","1998","college entrance qualification","Female","100","0.22708966506699","0.189688268932136","0.264491061201845"
"CDU/CSU","1998","Other degree","Male","67","0.361360758831553","0.292322486645415","0.430399031017691"
"CDU/CSU","1998","Other degree","Female","57","0.511871216188572","0.42206173789292","0.601680694484223"
"CDU/CSU","1998","no degree/no degree yet","Male","","","",""
"CDU/CSU","1998","no degree/no degree yet","Female","","","",""
"SPD","1998","lower secondary degree","Male","700","0.541202729474974","0.514094500416794","0.568310958533154"
"SPD","1998","lower secondary degree","Female","582","0.489704942673152","0.461194689962801","0.518215195383503"
"SPD","1998","secondary school degree","Male","281","0.407353218300785","0.370954791587485","0.443751645014084"
"SPD","1998","secondary school degree","Female","318","0.384473928412869","0.349750780357436","0.419197076468302"
"SPD","1998","college entrance qualification","Male","258","0.345480109211306","0.310600474028264","0.380359744394348"
"SPD","1998","college entrance qualification","Female","166","0.335485542327519","0.293333978313531","0.377637106341506"
"SPD","1998","Other degree","Male","104","0.533443170958295","0.461748318706253","0.605138023210337"
"SPD","1998","Other degree","Female","51","0.408821834212357","0.320493336430378","0.497150331994336"
"SPD","1998","no degree/no degree yet","Male","57","0.538670302541355","0.443320309795955","0.634020295286755"
"SPD","1998","no degree/no degree yet","Female","37","0.402877543766469","0.290363976738402","0.515391110794536"
"FDP","1998","lower secondary degree","Male","","","",""
"FDP","1998","lower secondary degree","Female","","","",""
"FDP","1998","secondary school degree","Male","","","",""
"FDP","1998","secondary school degree","Female","","","",""
"FDP","1998","college entrance qualification","Male","35","0.0589098055874237","0.0416391666813338","0.0761804444935136"
"FDP","1998","college entrance qualification","Female","","","",""
"FDP","1998","Other degree","Male","","","",""
"FDP","1998","Other degree","Female","","","",""
"FDP","1998","no degree/no degree yet","Male","","","",""
"FDP","1998","no degree/no degree yet","Female","","","",""
"Grüne","1998","lower secondary degree","Male","35","0.0269579981235914","0.0181470963876934","0.0357688998594894"
"Grüne","1998","lower secondary degree","Female","36","0.0279603527849078","0.0185580018863502","0.0373627036834654"
"Grüne","1998","secondary school degree","Male","55","0.0708780277615467","0.0518676280452386","0.0898884274778548"
"Grüne","1998","secondary school degree","Female","101","0.136680044328566","0.112161151042615","0.161198937614517"
"Grüne","1998","college entrance qualification","Male","128","0.169628296597489","0.142099678794771","0.197156914400206"
"Grüne","1998","college entrance qualification","Female","157","0.326381655062179","0.284522120501413","0.368241189622946"
"Grüne","1998","Other degree","Male","","","",""
"Grüne","1998","Other degree","Female","","","",""
"Grüne","1998","no degree/no degree yet","Male","","","",""
"Grüne","1998","no degree/no degree yet","Female","","","",""
"PDS/Linke","1998","lower secondary degree","Male","39","0.0207455873793316","0.0129916662129989","0.0284995085456643"
"PDS/Linke","1998","lower secondary degree","Female","43","0.0231961501834041","0.0146112593008243","0.0317810410659839"
"PDS/Linke","1998","secondary school degree","Male","46","0.0424511603357987","0.0275155036959129","0.0573868169756846"
"PDS/Linke","1998","secondary school degree","Female","51","0.0425967831918407","0.0281823270531943","0.057011239330487"
"PDS/Linke","1998","college entrance qualification","Male","39","0.0413130875684637","0.0267154958984134","0.055910679238514"
"PDS/Linke","1998","college entrance qualification","Female","32","0.0403375935064486","0.0227729716032161","0.0579022154096811"
"PDS/Linke","1998","Other degree","Male","","","",""
"PDS/Linke","1998","Other degree","Female","","","",""
"PDS/Linke","1998","no degree/no degree yet","Male","","","",""
"PDS/Linke","1998","no degree/no degree yet","Female","","","",""
"NPD Combination","1998","lower secondary degree","Male","33","0.0220752451223051","0.0140821269811165","0.0300683632634937"
"NPD Combination","1998","lower secondary degree","Female","","","",""
"NPD Combination","1998","secondary school degree","Male","","","",""
"NPD Combination","1998","secondary school degree","Female","","","",""
"NPD Combination","1998","college entrance qualification","Male","","","",""
"NPD Combination","1998","college entrance qualification","Female","","","",""
"NPD Combination","1998","Other degree","Male","","","",""
"NPD Combination","1998","Other degree","Female","","","",""
"NPD Combination","1998","no degree/no degree yet","Male","","","",""
"NPD Combination","1998","no degree/no degree yet","Female","","","",""
"AfD","1998","lower secondary degree","Male","","","",""
"AfD","1998","lower secondary degree","Female","","","",""
"AfD","1998","secondary school degree","Male","","","",""
"AfD","1998","secondary school degree","Female","","","",""
"AfD","1998","college entrance qualification","Male","","","",""
"AfD","1998","college entrance qualification","Female","","","",""
"AfD","1998","Other degree","Male","","","",""
"AfD","1998","Other degree","Female","","","",""
"AfD","1998","no degree/no degree yet","Male","","","",""
"AfD","1998","no degree/no degree yet","Female","","","",""
"Other","1998","lower secondary degree","Male","","","",""
"Other","1998","lower secondary degree","Female","","","",""
"Other","1998","secondary school degree","Male","","","",""
"Other","1998","secondary school degree","Female","","","",""
"Other","1998","college entrance qualification","Male","","","",""
"Other","1998","college entrance qualification","Female","","","",""
"Other","1998","Other degree","Male","","","",""
"Other","1998","Other degree","Female","","","",""
"Other","1998","no degree/no degree yet","Male","","","",""
"Other","1998","no degree/no degree yet","Female","","","",""
"CDU/CSU","1999","lower secondary degree","Male","540","0.400539061851292","0.374704746762965","0.42637337693962"
"CDU/CSU","1999","lower secondary degree","Female","539","0.448649610464122","0.421056015273441","0.476243205654803"
"CDU/CSU","1999","secondary school degree","Male","324","0.431869727070093","0.397523815441894","0.466215638698292"
"CDU/CSU","1999","secondary school degree","Female","353","0.449299647052009","0.416891849473717","0.481707444630301"
"CDU/CSU","1999","college entrance qualification","Male","299","0.40303444476442","0.368937909882804","0.437130979646035"
"CDU/CSU","1999","college entrance qualification","Female","141","0.273894499972817","0.236419627807307","0.311369372138328"
"CDU/CSU","1999","Other degree","Male","65","0.35654746621605","0.286574743452949","0.426520188979152"
"CDU/CSU","1999","Other degree","Female","50","0.465819798403269","0.374649781310611","0.556989815495927"
"CDU/CSU","1999","no degree/no degree yet","Male","","","",""
"CDU/CSU","1999","no degree/no degree yet","Female","","","",""
"SPD","1999","lower secondary degree","Male","699","0.511710515335592","0.485356613362207","0.538064417308976"
"SPD","1999","lower secondary degree","Female","596","0.472301575408961","0.444603895355068","0.499999255462853"
"SPD","1999","secondary school degree","Male","316","0.388333007388874","0.354539413780846","0.422126600996902"
"SPD","1999","secondary school degree","Female","365","0.371216008289141","0.339739403020153","0.402692613558128"
"SPD","1999","college entrance qualification","Male","283","0.339655922462555","0.306735206928275","0.372576637996835"
"SPD","1999","college entrance qualification","Female","203","0.376386620251562","0.33567452613919","0.417098714363935"
"SPD","1999","Other degree","Male","101","0.582500187670149","0.510457813676241","0.654542561664057"
"SPD","1999","Other degree","Female","50","0.433936292116998","0.343353685549739","0.524518898684258"
"SPD","1999","no degree/no degree yet","Male","58","0.569665833434307","0.471134303906219","0.668197362962395"
