"party","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"NPD Combination","1998","lower secondary degree","East Germany","","","",""
"NPD Combination","1998","secondary school degree","West Germany","","","",""
"NPD Combination","1998","secondary school degree","East Germany","","","",""
"NPD Combination","1998","college entrance qualification","West Germany","","","",""
"NPD Combination","1998","college entrance qualification","East Germany","","","",""
"NPD Combination","1998","Other degree","West Germany","","","",""
"NPD Combination","1998","Other degree","East Germany","","","",""
"NPD Combination","1998","no degree/no degree yet","West Germany","","","",""
"NPD Combination","1998","no degree/no degree yet","East Germany","","","",""
"AfD","1998","lower secondary degree","West Germany","","","",""
"AfD","1998","lower secondary degree","East Germany","","","",""
"AfD","1998","secondary school degree","West Germany","","","",""
"AfD","1998","secondary school degree","East Germany","","","",""
"AfD","1998","college entrance qualification","West Germany","","","",""
"AfD","1998","college entrance qualification","East Germany","","","",""
"AfD","1998","Other degree","West Germany","","","",""
"AfD","1998","Other degree","East Germany","","","",""
"AfD","1998","no degree/no degree yet","West Germany","","","",""
"AfD","1998","no degree/no degree yet","East Germany","","","",""
"Other","1998","lower secondary degree","West Germany","30","0.0173226372595661","0.0116775339501251","0.0229677405690072"
"Other","1998","lower secondary degree","East Germany","","","",""
"Other","1998","secondary school degree","West Germany","","","",""
"Other","1998","secondary school degree","East Germany","","","",""
"Other","1998","college entrance qualification","West Germany","","","",""
"Other","1998","college entrance qualification","East Germany","","","",""
"Other","1998","Other degree","West Germany","","","",""
"Other","1998","Other degree","East Germany","","","",""
"Other","1998","no degree/no degree yet","West Germany","","","",""
"Other","1998","no degree/no degree yet","East Germany","","","",""
"CDU/CSU","1999","lower secondary degree","West Germany","907","0.440150330635638","0.418994546140005","0.461306115131271"
"CDU/CSU","1999","lower secondary degree","East Germany","172","0.318233611749866","0.278004977047434","0.358462246452299"
"CDU/CSU","1999","secondary school degree","West Germany","469","0.471112455356443","0.441546971264571","0.500677939448315"
"CDU/CSU","1999","secondary school degree","East Germany","208","0.337845343821665","0.300280798868281","0.375409888775049"
"CDU/CSU","1999","college entrance qualification","West Germany","367","0.369897118424683","0.340806599788306","0.39898763706106"
"CDU/CSU","1999","college entrance qualification","East Germany","73","0.226654335644566","0.177703087012102","0.275605584277031"
"CDU/CSU","1999","Other degree","West Germany","112","0.406848102116445","0.349614117474294","0.464082086758596"
"CDU/CSU","1999","Other degree","East Germany","","","",""
"CDU/CSU","1999","no degree/no degree yet","West Germany","47","0.343786510675301","0.269490540592818","0.418082480757784"
"CDU/CSU","1999","no degree/no degree yet","East Germany","","","",""
"SPD","1999","lower secondary degree","West Germany","1072","0.496325204538596","0.475016787909995","0.517633621167197"
"SPD","1999","lower secondary degree","East Germany","223","0.466792809665634","0.423704986473154","0.509880632858114"
"SPD","1999","secondary school degree","West Germany","465","0.391083753264427","0.362179969496281","0.419987537032572"
"SPD","1999","secondary school degree","East Germany","216","0.337891190323644","0.300325397217412","0.375456983429875"
"SPD","1999","college entrance qualification","West Germany","396","0.357476201061258","0.328597780726566","0.38635462139595"
"SPD","1999","college entrance qualification","East Germany","90","0.329270230267716","0.274323107510389","0.384217353025043"
"SPD","1999","Other degree","West Germany","144","0.522812720246291","0.464619502046272","0.58100593844631"
"SPD","1999","Other degree","East Germany","","","",""
"SPD","1999","no degree/no degree yet","West Germany","88","0.491489567672417","0.413289820247695","0.56968931509714"
"SPD","1999","no degree/no degree yet","East Germany","","","",""
"FDP","1999","lower secondary degree","West Germany","32","0.0157495347177292","0.0104433839763154","0.0210556854591431"
"FDP","1999","lower secondary degree","East Germany","","","",""
"FDP","1999","secondary school degree","West Germany","","","",""
"FDP","1999","secondary school degree","East Germany","","","",""
"FDP","1999","college entrance qualification","West Germany","53","0.060164556331777","0.0458360300014685","0.0744930826620855"
"FDP","1999","college entrance qualification","East Germany","","","",""
"FDP","1999","Other degree","West Germany","","","",""
"FDP","1999","Other degree","East Germany","","","",""
"FDP","1999","no degree/no degree yet","West Germany","","","",""
"FDP","1999","no degree/no degree yet","East Germany","","","",""
"Grüne","1999","lower secondary degree","West Germany","50","0.0230745901276224","0.0166759069709405","0.0294732732843044"
"Grüne","1999","lower secondary degree","East Germany","","","",""
"Grüne","1999","secondary school degree","West Germany","93","0.0770394957508018","0.0612455985977394","0.0928333929038642"
"Grüne","1999","secondary school degree","East Germany","32","0.0600002804678224","0.0411386189500388","0.078861941985606"
"Grüne","1999","college entrance qualification","West Germany","212","0.18308124221995","0.159777985663222","0.206384498776679"
"Grüne","1999","college entrance qualification","East Germany","39","0.152957811772741","0.110872235062139","0.195043388483343"
"Grüne","1999","Other degree","West Germany","","","",""
"Grüne","1999","Other degree","East Germany","","","",""
"Grüne","1999","no degree/no degree yet","West Germany","","","",""
"Grüne","1999","no degree/no degree yet","East Germany","","","",""
"PDS/Linke","1999","lower secondary degree","West Germany","","","",""
"PDS/Linke","1999","lower secondary degree","East Germany","96","0.180730300285772","0.14749700486996","0.213963595701584"
"PDS/Linke","1999","secondary school degree","West Germany","","","",""
"PDS/Linke","1999","secondary school degree","East Germany","113","0.191967896754218","0.160687802292732","0.223247991215705"
"PDS/Linke","1999","college entrance qualification","West Germany","","","",""
"PDS/Linke","1999","college entrance qualification","East Germany","63","0.234182535752424","0.184667760030224","0.283697311474623"
"PDS/Linke","1999","Other degree","West Germany","","","",""
"PDS/Linke","1999","Other degree","East Germany","","","",""
"PDS/Linke","1999","no degree/no degree yet","West Germany","","","",""
"PDS/Linke","1999","no degree/no degree yet","East Germany","","","",""
"NPD Combination","1999","lower secondary degree","West Germany","","","",""
"NPD Combination","1999","lower secondary degree","East Germany","","","",""
"NPD Combination","1999","secondary school degree","West Germany","","","",""
"NPD Combination","1999","secondary school degree","East Germany","","","",""
"NPD Combination","1999","college entrance qualification","West Germany","","","",""
"NPD Combination","1999","college entrance qualification","East Germany","","","",""
"NPD Combination","1999","Other degree","West Germany","","","",""
"NPD Combination","1999","Other degree","East Germany","","","",""
"NPD Combination","1999","no degree/no degree yet","West Germany","","","",""
"NPD Combination","1999","no degree/no degree yet","East Germany","","","",""
"AfD","1999","lower secondary degree","West Germany","","","",""
"AfD","1999","lower secondary degree","East Germany","","","",""
"AfD","1999","secondary school degree","West Germany","","","",""
"AfD","1999","secondary school degree","East Germany","","","",""
"AfD","1999","college entrance qualification","West Germany","","","",""
"AfD","1999","college entrance qualification","East Germany","","","",""
"AfD","1999","Other degree","West Germany","","","",""
"AfD","1999","Other degree","East Germany","","","",""
"AfD","1999","no degree/no degree yet","West Germany","","","",""
"AfD","1999","no degree/no degree yet","East Germany","","","",""
"Other","1999","lower secondary degree","West Germany","","","",""
"Other","1999","lower secondary degree","East Germany","","","",""
"Other","1999","secondary school degree","West Germany","","","",""
"Other","1999","secondary school degree","East Germany","","","",""
"Other","1999","college entrance qualification","West Germany","","","",""
"Other","1999","college entrance qualification","East Germany","","","",""
"Other","1999","Other degree","West Germany","","","",""
"Other","1999","Other degree","East Germany","","","",""
"Other","1999","no degree/no degree yet","West Germany","","","",""
"Other","1999","no degree/no degree yet","East Germany","","","",""
"CDU/CSU","2000","lower secondary degree","West Germany","1496","0.40506250032018","0.389184586285159","0.420940414355201"
"CDU/CSU","2000","lower secondary degree","East Germany","262","0.34029937808091","0.305447760408618","0.375150995753203"
"CDU/CSU","2000","secondary school degree","West Germany","871","0.44474269252323","0.423055831627324","0.466429553419136"
"CDU/CSU","2000","secondary school degree","East Germany","313","0.3549634532311","0.323203940562491","0.38672296589971"
"CDU/CSU","2000","college entrance qualification","West Germany","813","0.379646606213351","0.359436408231474","0.399856804195228"
"CDU/CSU","2000","college entrance qualification","East Germany","143","0.282023902094911","0.242931968563167","0.321115835626655"
"CDU/CSU","2000","Other degree","West Germany","201","0.461488211614065","0.414641255717706","0.508335167510424"
"CDU/CSU","2000","Other degree","East Germany","","","",""
"CDU/CSU","2000","no degree/no degree yet","West Germany","61","0.373681381512586","0.303202793522036","0.444159969503136"
"CDU/CSU","2000","no degree/no degree yet","East Germany","","","",""
"SPD","2000","lower secondary degree","West Germany","1946","0.532838299310237","0.516701102827818","0.548975495792657"
