"party","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"FDP","2017","(0) in school","","","",""
"FDP","2017","(1a) inadequately completed","","","",""
"FDP","2017","(1b) general elementary school","","","",""
"FDP","2017","(1c) basic vocational qualification","39","0.0217896848423242","0.0154292848204103","0.028150084864238"
"FDP","2017","(2b) intermediate general qualification","","","",""
"FDP","2017","(2a) intermediate vocational","63","0.0319600775955164","0.0246416128258454","0.0392785423651873"
"FDP","2017","(2c_gen) general maturity certificate","","","",""
"FDP","2017","(2c_voc) vocational maturity certificate","53","0.0554102353087358","0.042035612271003","0.0687848583464687"
"FDP","2017","(3a) lower tertiary education","53","0.0468511175992486","0.0341774353703289","0.0595247998281684"
"FDP","2017","(3b) higher tertiary education","169","0.0705626072930454","0.0605399771284186","0.0805852374576722"
"Grüne","2017","(0) in school","","","",""
"Grüne","2017","(1a) inadequately completed","","","",""
"Grüne","2017","(1b) general elementary school","","","",""
"Grüne","2017","(1c) basic vocational qualification","83","0.0389513078523844","0.0305222981227329","0.047380317582036"
"Grüne","2017","(2b) intermediate general qualification","","","",""
"Grüne","2017","(2a) intermediate vocational","186","0.0805494083579828","0.0692263221029477","0.0918724946130179"
"Grüne","2017","(2c_gen) general maturity certificate","98","0.192319779780179","0.160940463316917","0.22369909624344"
"Grüne","2017","(2c_voc) vocational maturity certificate","172","0.140032825546196","0.119745686841695","0.160319964250697"
"Grüne","2017","(3a) lower tertiary education","193","0.189733825561886","0.166218624256999","0.213249026866773"
"Grüne","2017","(3b) higher tertiary education","578","0.230796207814107","0.214306256720014","0.2472861589082"
"PDS/Linke","2017","(0) in school","","","",""
"PDS/Linke","2017","(1a) inadequately completed","","","",""
"PDS/Linke","2017","(1b) general elementary school","38","0.0530381552885371","0.0352096805067649","0.0708666300703092"
"PDS/Linke","2017","(1c) basic vocational qualification","94","0.0369100357695033","0.028696153029354","0.0451239185096525"
"PDS/Linke","2017","(2b) intermediate general qualification","","","",""
"PDS/Linke","2017","(2a) intermediate vocational","174","0.0724880284358317","0.0616994966437004","0.0832765602279631"
"PDS/Linke","2017","(2c_gen) general maturity certificate","75","0.130610829423016","0.10378158230309","0.157440076542942"
"PDS/Linke","2017","(2c_voc) vocational maturity certificate","78","0.0632129181704942","0.0489867380908891","0.0774390982500993"
"PDS/Linke","2017","(3a) lower tertiary education","80","0.0796984190327889","0.0634559367414824","0.0959409013240954"
"PDS/Linke","2017","(3b) higher tertiary education","228","0.103324042702506","0.0914115462966545","0.115236539108358"
"NPD Combination","2017","(0) in school","","","",""
"NPD Combination","2017","(1a) inadequately completed","","","",""
"NPD Combination","2017","(1b) general elementary school","","","",""
"NPD Combination","2017","(1c) basic vocational qualification","","","",""
"NPD Combination","2017","(2b) intermediate general qualification","","","",""
"NPD Combination","2017","(2a) intermediate vocational","","","",""
"NPD Combination","2017","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2017","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2017","(3a) lower tertiary education","","","",""
"NPD Combination","2017","(3b) higher tertiary education","","","",""
"AfD","2017","(0) in school","","","",""
"AfD","2017","(1a) inadequately completed","","","",""
"AfD","2017","(1b) general elementary school","35","0.071982709992621","0.05142163222236","0.092543787762882"
"AfD","2017","(1c) basic vocational qualification","147","0.0623058595262726","0.0517756288782152","0.07283609017433"
"AfD","2017","(2b) intermediate general qualification","","","",""
"AfD","2017","(2a) intermediate vocational","162","0.0837490863414785","0.0722234028504372","0.0952747698325197"
"AfD","2017","(2c_gen) general maturity certificate","","","",""
"AfD","2017","(2c_voc) vocational maturity certificate","40","0.0459843922606152","0.0337396992617154","0.0582290852595151"
"AfD","2017","(3a) lower tertiary education","","","",""
"AfD","2017","(3b) higher tertiary education","49","0.0204782747921965","0.0149353620160341","0.0260211875683588"
"Other","2017","(0) in school","","","",""
"Other","2017","(1a) inadequately completed","","","",""
"Other","2017","(1b) general elementary school","","","",""
"Other","2017","(1c) basic vocational qualification","","","",""
"Other","2017","(2b) intermediate general qualification","","","",""
"Other","2017","(2a) intermediate vocational","","","",""
"Other","2017","(2c_gen) general maturity certificate","","","",""
"Other","2017","(2c_voc) vocational maturity certificate","","","",""
"Other","2017","(3a) lower tertiary education","","","",""
"Other","2017","(3b) higher tertiary education","","","",""
"CDU/CSU","2018","(0) in school","","","",""
"CDU/CSU","2018","(1a) inadequately completed","156","0.333664342623491","0.277731332336211","0.389597352910772"
"CDU/CSU","2018","(1b) general elementary school","254","0.391997388283245","0.352966793978144","0.431027982588346"
"CDU/CSU","2018","(1c) basic vocational qualification","827","0.437902599205332","0.415819819678152","0.459985378732511"
"CDU/CSU","2018","(2b) intermediate general qualification","83","0.336024675967539","0.278387884918235","0.393661467016843"
"CDU/CSU","2018","(2a) intermediate vocational","865","0.39439210032445","0.374175888109203","0.414608312539697"
"CDU/CSU","2018","(2c_gen) general maturity certificate","189","0.226056742420019","0.193316822438856","0.258796662401182"
"CDU/CSU","2018","(2c_voc) vocational maturity certificate","403","0.363270356990615","0.335091357929604","0.391449356051626"
"CDU/CSU","2018","(3a) lower tertiary education","382","0.349365416346702","0.320609668952233","0.37812116374117"
"CDU/CSU","2018","(3b) higher tertiary education","814","0.290004509736677","0.272502007457134","0.30750701201622"
"SPD","2018","(0) in school","","","",""
"SPD","2018","(1a) inadequately completed","54","0.371786849287327","0.314458783231707","0.429114915342947"
"SPD","2018","(1b) general elementary school","214","0.420240100488708","0.380777682953109","0.459702518024308"
"SPD","2018","(1c) basic vocational qualification","648","0.347626692422754","0.326430208004276","0.368823176841233"
"SPD","2018","(2b) intermediate general qualification","58","0.181145276981379","0.134149895992744","0.228140657970013"
"SPD","2018","(2a) intermediate vocational","547","0.255187471697968","0.237153429585202","0.273221513810734"
"SPD","2018","(2c_gen) general maturity certificate","119","0.214650123759654","0.1825126687232","0.246787578796107"
"SPD","2018","(2c_voc) vocational maturity certificate","274","0.255123163354609","0.229581438158314","0.280664888550903"
"SPD","2018","(3a) lower tertiary education","221","0.228707507562265","0.203375716664927","0.254039298459602"
"SPD","2018","(3b) higher tertiary education","515","0.203659241415589","0.188125663319758","0.21919281951142"
"FDP","2018","(0) in school","","","",""
"FDP","2018","(1a) inadequately completed","","","",""
"FDP","2018","(1b) general elementary school","","","",""
"FDP","2018","(1c) basic vocational qualification","53","0.0249039952096477","0.0179678626098605","0.0318401278094349"
"FDP","2018","(2b) intermediate general qualification","","","",""
"FDP","2018","(2a) intermediate vocational","93","0.0475628998469051","0.0387586525445155","0.0563671471492947"
"FDP","2018","(2c_gen) general maturity certificate","40","0.0604355605117857","0.0417836259365891","0.0790874950869823"
"FDP","2018","(2c_voc) vocational maturity certificate","62","0.0459124674686448","0.0336495875668675","0.058175347370422"
"FDP","2018","(3a) lower tertiary education","62","0.0562260184385213","0.0423322902765412","0.0701197466005014"
"FDP","2018","(3b) higher tertiary education","195","0.0872193980295979","0.0763361202120053","0.0981026758471906"
"Grüne","2018","(0) in school","","","",""
"Grüne","2018","(1a) inadequately completed","30","0.039748735423051","0.0165736752945475","0.0629237955515545"
"Grüne","2018","(1b) general elementary school","32","0.0277429677451738","0.0146125706618284","0.0408733648285192"
"Grüne","2018","(1c) basic vocational qualification","103","0.0510844635166132","0.0412846596553373","0.060884267377889"
"Grüne","2018","(2b) intermediate general qualification","36","0.149279532587457","0.105795299789989","0.192763765384925"
"Grüne","2018","(2a) intermediate vocational","237","0.100969347923576","0.088506366616036","0.113432329231117"
"Grüne","2018","(2c_gen) general maturity certificate","148","0.278958677179245","0.243854052391111","0.314063301967379"
"Grüne","2018","(2c_voc) vocational maturity certificate","209","0.178845331004256","0.156391816166004","0.201298845842509"
"Grüne","2018","(3a) lower tertiary education","240","0.22095154100775","0.195928108304118","0.245974973711383"
"Grüne","2018","(3b) higher tertiary education","684","0.267167902040051","0.250100620458247","0.284235183621855"
"PDS/Linke","2018","(0) in school","","","",""
"PDS/Linke","2018","(1a) inadequately completed","","","",""
"PDS/Linke","2018","(1b) general elementary school","32","0.043352533018693","0.0270710463927325","0.0596340196446535"
"PDS/Linke","2018","(1c) basic vocational qualification","95","0.042991638007666","0.0339632742464267","0.0520200017689054"
"PDS/Linke","2018","(2b) intermediate general qualification","32","0.0981625197377858","0.0618567852511393","0.134468254224432"
"PDS/Linke","2018","(2a) intermediate vocational","219","0.0806467127426909","0.0693831840462375","0.0919102414391442"
"PDS/Linke","2018","(2c_gen) general maturity certificate","89","0.132141412367125","0.105634552909374","0.158648271824876"
"PDS/Linke","2018","(2c_voc) vocational maturity certificate","97","0.0855495929896546","0.0691617384530846","0.101937447526225"
"PDS/Linke","2018","(3a) lower tertiary education","92","0.0812706455020569","0.0647899026588082","0.0977513883453056"
"PDS/Linke","2018","(3b) higher tertiary education","276","0.106446823329273","0.0945509446512343","0.118342702007312"
"NPD Combination","2018","(0) in school","","","",""
"NPD Combination","2018","(1a) inadequately completed","","","",""
"NPD Combination","2018","(1b) general elementary school","","","",""
"NPD Combination","2018","(1c) basic vocational qualification","","","",""
"NPD Combination","2018","(2b) intermediate general qualification","","","",""
"NPD Combination","2018","(2a) intermediate vocational","","","",""
"NPD Combination","2018","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2018","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2018","(3a) lower tertiary education","","","",""
"NPD Combination","2018","(3b) higher tertiary education","","","",""
"AfD","2018","(0) in school","","","",""
"AfD","2018","(1a) inadequately completed","","","",""
"AfD","2018","(1b) general elementary school","47","0.0924950995536482","0.0693321049212675","0.115658094186029"
"AfD","2018","(1c) basic vocational qualification","187","0.0845054614642439","0.0721252103367826","0.0968857125917053"
"AfD","2018","(2b) intermediate general qualification","","","",""
"AfD","2018","(2a) intermediate vocational","238","0.103854610864826","0.0912351137973977","0.116474107932255"
"AfD","2018","(2c_gen) general maturity certificate","","","",""
"AfD","2018","(2c_voc) vocational maturity certificate","55","0.0535455745390811","0.0403555776742125","0.0667355714039496"
"AfD","2018","(3a) lower tertiary education","43","0.0440020129529427","0.0316316941253504","0.056372331780535"
"AfD","2018","(3b) higher tertiary education","69","0.0294335176084717","0.0229141765659802","0.0359528586509632"
"Other","2018","(0) in school","","","",""
"Other","2018","(1a) inadequately completed","","","",""
"Other","2018","(1b) general elementary school","","","",""
"Other","2018","(1c) basic vocational qualification","","","",""
