"party","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Other","1997","higher vocational","West Germany","2","","","","8"
"Other","1997","higher vocational","East Germany","1","","","","8"
"Other","1997","higher education","West Germany","1","","","","8"
"Other","1997","higher education","East Germany","2","","","","8"
"Other","1997","middle vocational","West Germany","23","","","","8"
"Other","1997","middle vocational","East Germany","4","","","","8"
"Other","1997","vocational + Abi","West Germany","","","","","8"
"PDS/Linke","1997","higher education","West Germany","3","","","","5"
"PDS/Linke","1997","higher education","East Germany","108","0.333309735971368","0.283422770518679","0.383196701424056","5"
"PDS/Linke","1997","general elemantary","West Germany","3","","","","5"
"PDS/Linke","1997","general elemantary","East Germany","16","","","","5"
"PDS/Linke","1997","middle vocational","East Germany","79","0.131184123236065","0.103637732895195","0.158730513576936","5"
"PDS/Linke","1997","middle vocational","West Germany","13","","","","5"
"PDS/Linke","1997","inadequately","East Germany","","","","","5"
"PDS/Linke","1997","vocational + Abi","West Germany","","","","","5"
"PDS/Linke","1997","vocational + Abi","East Germany","5","","","","5"
"PDS/Linke","1997","in school","West Germany","1","","","","5"
"PDS/Linke","1997","in school","East Germany","3","","","","5"
"PDS/Linke","1997","inadequately","West Germany","","","","","5"
"PDS/Linke","1997","higher vocational","West Germany","1","","","","5"
"PDS/Linke","1997","higher vocational","East Germany","9","","","","5"
"SPD","1997","in school","East Germany","","","","","1"
"SPD","1997","inadequately","West Germany","58","0.692483542267717","0.591988533727367","0.792978550808067","1"
"SPD","1997","inadequately","East Germany","","","","","1"
"SPD","1997","higher vocational","West Germany","109","0.389482642893369","0.332869310017021","0.446095975769718","1"
"SPD","1997","higher education","East Germany","98","0.274637280033683","0.22740288131806","0.321871678749306","1"
"SPD","1997","general elemantary","West Germany","364","0.511547856227374","0.47475367713335","0.548342035321398","1"
"SPD","1997","higher vocational","East Germany","31","0.355417510292082","0.251819878719105","0.459015141865058","1"
"SPD","1997","higher education","West Germany","180","0.317203113274368","0.278414878815989","0.355991347732747","1"
"SPD","1997","general elemantary","East Germany","19","","","","1"
"SPD","1997","middle vocational","West Germany","996","0.462574914198532","0.441022965650821","0.484126862746244","1"
"SPD","1997","vocational + Abi","East Germany","6","","","","1"
"SPD","1997","in school","West Germany","11","","","","1"
"SPD","1997","middle vocational","East Germany","190","0.337704416584423","0.299116219839182","0.376292613329664","1"
"SPD","1997","vocational + Abi","West Germany","63","0.352131226527374","0.279690024311816","0.424572428742932","1"
"AfD","1998","in school","West Germany","","","","","7"
"AfD","1998","general elemantary","West Germany","","","","","7"
"AfD","1998","general elemantary","East Germany","","","","","7"
"AfD","1998","middle vocational","West Germany","","","","","7"
"AfD","1998","higher education","West Germany","","","","","7"
"AfD","1998","higher education","East Germany","","","","","7"
"AfD","1998","inadequately","East Germany","","","","","7"
"AfD","1998","middle vocational","East Germany","","","","","7"
"AfD","1998","vocational + Abi","West Germany","","","","","7"
"AfD","1998","vocational + Abi","East Germany","","","","","7"
"AfD","1998","in school","East Germany","","","","","7"
"AfD","1998","inadequately","West Germany","","","","","7"
"AfD","1998","higher vocational","East Germany","","","","","7"
"AfD","1998","higher vocational","West Germany","","","","","7"
"CDU/CSU","1998","in school","West Germany","17","","","","2"
"CDU/CSU","1998","general elemantary","East Germany","30","0.40624844409855","0.298626376030278","0.513870512166823","2"
"CDU/CSU","1998","higher education","West Germany","232","0.370777051763238","0.334230573693212","0.407323529833265","2"
"CDU/CSU","1998","higher education","East Germany","76","0.186801752313682","0.147088457575052","0.226515047052312","2"
"CDU/CSU","1998","inadequately","East Germany","","","","","2"
"CDU/CSU","1998","general elemantary","West Germany","282","0.390287562521109","0.356031752206671","0.424543372835547","2"
"CDU/CSU","1998","middle vocational","West Germany","871","0.392011265175377","0.372196868279931","0.411825662070824","2"
"CDU/CSU","1998","middle vocational","East Germany","200","0.347170429219578","0.308087965316705","0.386252893122452","2"
"CDU/CSU","1998","vocational + Abi","West Germany","63","0.285379700478606","0.224155353562125","0.346604047395088","2"
"CDU/CSU","1998","in school","East Germany","3","","","","2"
"CDU/CSU","1998","inadequately","West Germany","21","","","","2"
"CDU/CSU","1998","vocational + Abi","East Germany","9","","","","2"
"CDU/CSU","1998","higher vocational","West Germany","129","0.395761758068421","0.34234947124237","0.449174044894472","2"
"CDU/CSU","1998","higher vocational","East Germany","36","0.406162829942171","0.305258181880968","0.507067478003374","2"
"FDP","1998","in school","East Germany","","","","","3"
"FDP","1998","inadequately","West Germany","","","","","3"
"FDP","1998","inadequately","East Germany","","","","","3"
"FDP","1998","general elemantary","West Germany","11","","","","3"
"FDP","1998","general elemantary","East Germany","2","","","","3"
"FDP","1998","vocational + Abi","West Germany","9","","","","3"
"FDP","1998","vocational + Abi","East Germany","","","","","3"
"FDP","1998","higher vocational","West Germany","8","","","","3"
"FDP","1998","higher vocational","East Germany","1","","","","3"
"FDP","1998","higher education","West Germany","33","0.0542185279290667","0.0370846332540953","0.071352422604038","3"
"FDP","1998","higher education","East Germany","13","","","","3"
"FDP","1998","middle vocational","West Germany","37","0.0217627939814248","0.0158408644970924","0.0276847234657572","3"
"FDP","1998","middle vocational","East Germany","5","","","","3"
"FDP","1998","in school","West Germany","2","","","","3"
"NPD","1998","higher education","West Germany","1","","","","6"
"NPD","1998","in school","West Germany","2","","","","6"
"NPD","1998","in school","East Germany","3","","","","6"
"NPD","1998","inadequately","West Germany","1","","","","6"
"NPD","1998","inadequately","East Germany","","","","","6"
"NPD","1998","general elemantary","West Germany","15","","","","6"
"NPD","1998","general elemantary","East Germany","5","","","","6"
"NPD","1998","middle vocational","West Germany","31","0.0148432511986448","0.00993529130648266","0.0197512110908069","6"
"NPD","1998","middle vocational","East Germany","18","","","","6"
"NPD","1998","vocational + Abi","West Germany","2","","","","6"
"NPD","1998","vocational + Abi","East Germany","","","","","6"
"NPD","1998","higher vocational","West Germany","5","","","","6"
"NPD","1998","higher vocational","East Germany","3","","","","6"
"NPD","1998","higher education","East Germany","2","","","","6"
"Other","1998","in school","West Germany","1","","","","8"
"Other","1998","in school","East Germany","2","","","","8"
"Other","1998","inadequately","West Germany","2","","","","8"
"Other","1998","inadequately","East Germany","","","","","8"
"Other","1998","general elemantary","West Germany","8","","","","8"
"Other","1998","general elemantary","East Germany","3","","","","8"
"Other","1998","middle vocational","West Germany","34","0.0172719655966512","0.011984210009341","0.0225597211839613","8"
"Other","1998","middle vocational","East Germany","12","","","","8"
"Other","1998","vocational + Abi","West Germany","1","","","","8"
"Other","1998","vocational + Abi","East Germany","1","","","","8"
"Other","1998","higher vocational","West Germany","4","","","","8"
"Other","1998","higher vocational","East Germany","3","","","","8"
"Other","1998","higher education","West Germany","4","","","","8"
"Other","1998","higher education","East Germany","3","","","","8"
"PDS/Linke","1998","general elemantary","West Germany","","","","","5"
"PDS/Linke","1998","general elemantary","East Germany","13","","","","5"
"PDS/Linke","1998","higher education","West Germany","7","","","","5"
"PDS/Linke","1998","higher education","East Germany","99","0.277089563812107","0.231485918346613","0.322693209277602","5"
"PDS/Linke","1998","middle vocational","West Germany","16","","","","5"
"PDS/Linke","1998","inadequately","East Germany","","","","","5"
"PDS/Linke","1998","in school","West Germany","3","","","","5"
"PDS/Linke","1998","in school","East Germany","5","","","","5"
"PDS/Linke","1998","inadequately","West Germany","","","","","5"
"PDS/Linke","1998","middle vocational","East Germany","87","0.141372137382317","0.112770225529794","0.16997404923484","5"
"PDS/Linke","1998","vocational + Abi","West Germany","1","","","","5"
"PDS/Linke","1998","vocational + Abi","East Germany","5","","","","5"
"PDS/Linke","1998","higher vocational","East Germany","11","","","","5"
"PDS/Linke","1998","higher vocational","West Germany","1","","","","5"
"SPD","1998","in school","West Germany","18","","","","1"
"SPD","1998","in school","East Germany","2","","","","1"
"SPD","1998","inadequately","West Germany","57","0.58824734028056","0.482368972517398","0.694125708043723","1"
"SPD","1998","inadequately","East Germany","1","","","","1"
"SPD","1998","general elemantary","West Germany","427","0.534232619194733","0.499203509599849","0.569261728789616","1"
"SPD","1998","higher vocational","West Germany","138","0.398770281980369","0.345289005124789","0.45225155883595","1"
"SPD","1998","higher vocational","East Germany","37","0.402793700881081","0.302023779464856","0.503563622297306","1"
"SPD","1998","higher education","West Germany","243","0.348153427646404","0.312108441606504","0.384198413686304","1"
"SPD","1998","higher education","East Germany","124","0.349842439994874","0.301247305985842","0.398437574003907","1"
"SPD","1998","general elemantary","East Germany","26","","","","1"
"SPD","1998","middle vocational","West Germany","1199","0.490036018054363","0.469746694361981","0.510325341746745","1"
"SPD","1998","vocational + Abi","East Germany","5","","","","1"
"SPD","1998","middle vocational","East Germany","208","0.355470532248129","0.316175843380166","0.394765221116092","1"
"SPD","1998","vocational + Abi","West Germany","91","0.429192949713707","0.362089337055864","0.496296562371551","1"
"AfD","1999","in school","West Germany","","","","","7"
"AfD","1999","inadequately","East Germany","","","","","7"
"AfD","1999","general elemantary","West Germany","","","","","7"
"AfD","1999","general elemantary","East Germany","","","","","7"
"AfD","1999","middle vocational","West Germany","","","","","7"
"AfD","1999","inadequately","West Germany","","","","","7"
"AfD","1999","higher education","West Germany","","","","","7"
"AfD","1999","higher education","East Germany","","","","","7"
"AfD","1999","middle vocational","East Germany","","","","","7"
"AfD","1999","vocational + Abi","West Germany","","","","","7"
"AfD","1999","vocational + Abi","East Germany","","","","","7"
"AfD","1999","in school","East Germany","","","","","7"
"AfD","1999","higher vocational","East Germany","","","","","7"
"AfD","1999","higher vocational","West Germany","","","","","7"
"CDU/CSU","1999","in school","West Germany","22","","","","2"
"CDU/CSU","1999","general elemantary","East Germany","38","0.383706212467282","0.290246437345061","0.477165987589503","2"
"CDU/CSU","1999","higher education","West Germany","270","0.407078483101043","0.371117944112484","0.443039022089601","2"
