"party","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"FDP","1987","66 and older","college entrance qualification","12","","",""
"FDP","1987","66 and older","Other degree","","","",""
"FDP","1987","66 and older","no degree/no degree yet","","","",""
"Grüne","1987","16-34 y.","lower secondary degree","73","0.0913770811182698","0.070359149419479","0.11239501281706"
"Grüne","1987","16-34 y.","secondary school degree","69","0.125743670507319","0.0973278823819438","0.154159458632694"
"Grüne","1987","16-34 y.","college entrance qualification","128","0.319671189728721","0.274308765660095","0.365033613797347"
"Grüne","1987","16-34 y.","Other degree","24","","",""
"Grüne","1987","16-34 y.","no degree/no degree yet","27","","",""
"Grüne","1987","35-65 y.","lower secondary degree","47","0.024886351177087","0.0178891743481215","0.0318835280060526"
"Grüne","1987","35-65 y.","secondary school degree","14","","",""
"Grüne","1987","35-65 y.","college entrance qualification","48","0.117216266638473","0.084170296760479","0.150262236516467"
"Grüne","1987","35-65 y.","Other degree","21","","",""
"Grüne","1987","35-65 y.","no degree/no degree yet","6","","",""
"Grüne","1987","66 and older","lower secondary degree","3","","",""
"Grüne","1987","66 and older","secondary school degree","","","",""
"Grüne","1987","66 and older","college entrance qualification","1","","",""
"Grüne","1987","66 and older","Other degree","","","",""
"Grüne","1987","66 and older","no degree/no degree yet","","","",""
"PDS/Linke","1987","16-34 y.","lower secondary degree","","","",""
"PDS/Linke","1987","16-34 y.","secondary school degree","","","",""
"PDS/Linke","1987","16-34 y.","college entrance qualification","","","",""
"PDS/Linke","1987","16-34 y.","Other degree","","","",""
"PDS/Linke","1987","16-34 y.","no degree/no degree yet","","","",""
"PDS/Linke","1987","35-65 y.","lower secondary degree","","","",""
"PDS/Linke","1987","35-65 y.","secondary school degree","","","",""
"PDS/Linke","1987","35-65 y.","college entrance qualification","","","",""
"PDS/Linke","1987","35-65 y.","Other degree","","","",""
"PDS/Linke","1987","35-65 y.","no degree/no degree yet","","","",""
"PDS/Linke","1987","66 and older","lower secondary degree","","","",""
"PDS/Linke","1987","66 and older","secondary school degree","","","",""
"PDS/Linke","1987","66 and older","college entrance qualification","","","",""
"PDS/Linke","1987","66 and older","Other degree","","","",""
"PDS/Linke","1987","66 and older","no degree/no degree yet","","","",""
"NPD Combination","1987","16-34 y.","lower secondary degree","","","",""
"NPD Combination","1987","16-34 y.","secondary school degree","","","",""
"NPD Combination","1987","16-34 y.","college entrance qualification","","","",""
"NPD Combination","1987","16-34 y.","Other degree","","","",""
"NPD Combination","1987","16-34 y.","no degree/no degree yet","","","",""
"NPD Combination","1987","35-65 y.","lower secondary degree","","","",""
"NPD Combination","1987","35-65 y.","secondary school degree","","","",""
"NPD Combination","1987","35-65 y.","college entrance qualification","","","",""
"NPD Combination","1987","35-65 y.","Other degree","","","",""
"NPD Combination","1987","35-65 y.","no degree/no degree yet","","","",""
"NPD Combination","1987","66 and older","lower secondary degree","","","",""
"NPD Combination","1987","66 and older","secondary school degree","","","",""
"NPD Combination","1987","66 and older","college entrance qualification","","","",""
"NPD Combination","1987","66 and older","Other degree","","","",""
"NPD Combination","1987","66 and older","no degree/no degree yet","","","",""
"AfD","1987","16-34 y.","lower secondary degree","","","",""
"AfD","1987","16-34 y.","secondary school degree","","","",""
"AfD","1987","16-34 y.","college entrance qualification","","","",""
"AfD","1987","16-34 y.","Other degree","","","",""
"AfD","1987","16-34 y.","no degree/no degree yet","","","",""
"AfD","1987","35-65 y.","lower secondary degree","","","",""
"AfD","1987","35-65 y.","secondary school degree","","","",""
"AfD","1987","35-65 y.","college entrance qualification","","","",""
"AfD","1987","35-65 y.","Other degree","","","",""
"AfD","1987","35-65 y.","no degree/no degree yet","","","",""
"AfD","1987","66 and older","lower secondary degree","","","",""
"AfD","1987","66 and older","secondary school degree","","","",""
"AfD","1987","66 and older","college entrance qualification","","","",""
"AfD","1987","66 and older","Other degree","","","",""
"AfD","1987","66 and older","no degree/no degree yet","","","",""
"Other","1987","16-34 y.","lower secondary degree","2","","",""
"Other","1987","16-34 y.","secondary school degree","5","","",""
"Other","1987","16-34 y.","college entrance qualification","4","","",""
"Other","1987","16-34 y.","Other degree","","","",""
"Other","1987","16-34 y.","no degree/no degree yet","2","","",""
"Other","1987","35-65 y.","lower secondary degree","12","","",""
"Other","1987","35-65 y.","secondary school degree","3","","",""
"Other","1987","35-65 y.","college entrance qualification","2","","",""
"Other","1987","35-65 y.","Other degree","","","",""
"Other","1987","35-65 y.","no degree/no degree yet","1","","",""
"Other","1987","66 and older","lower secondary degree","5","","",""
"Other","1987","66 and older","secondary school degree","1","","",""
"Other","1987","66 and older","college entrance qualification","","","",""
"Other","1987","66 and older","Other degree","","","",""
"Other","1987","66 and older","no degree/no degree yet","","","",""
"CDU/CSU","1988","16-34 y.","lower secondary degree","204","0.350796924129804","0.31402518897839","0.387568659281219"
"CDU/CSU","1988","16-34 y.","secondary school degree","154","0.354248979591363","0.309251303954726","0.399246655228001"
"CDU/CSU","1988","16-34 y.","college entrance qualification","110","0.302690348030345","0.255623006074367","0.349757689986322"
"CDU/CSU","1988","16-34 y.","Other degree","11","","",""
"CDU/CSU","1988","16-34 y.","no degree/no degree yet","22","","",""
"CDU/CSU","1988","35-65 y.","lower secondary degree","734","0.431957126180211","0.408361555180161","0.455552697180262"
"CDU/CSU","1988","35-65 y.","secondary school degree","222","0.496230657908155","0.450340100506011","0.542121215310299"
"CDU/CSU","1988","35-65 y.","college entrance qualification","146","0.428603305228743","0.377340402102003","0.479866208355482"
"CDU/CSU","1988","35-65 y.","Other degree","41","0.194015420274957","0.144996969921135","0.24303387062878"
"CDU/CSU","1988","35-65 y.","no degree/no degree yet","11","","",""
"CDU/CSU","1988","66 and older","lower secondary degree","205","0.412076906338046","0.367766236197152","0.456387576478939"
"CDU/CSU","1988","66 and older","secondary school degree","81","0.736547046938191","0.655327483446958","0.817766610429423"
"CDU/CSU","1988","66 and older","college entrance qualification","44","0.634471037463049","0.516486552252343","0.752455522673756"
"CDU/CSU","1988","66 and older","Other degree","2","","",""
"CDU/CSU","1988","66 and older","no degree/no degree yet","1","","",""
"SPD","1988","16-34 y.","lower secondary degree","373","0.534542663477863","0.496107646491088","0.572977680464637"
"SPD","1988","16-34 y.","secondary school degree","214","0.485038218294347","0.438018642614475","0.532057793974219"
"SPD","1988","16-34 y.","college entrance qualification","141","0.362623725033239","0.313370621366623","0.411876828699855"
"SPD","1988","16-34 y.","Other degree","53","0.48858736084253","0.379050588388731","0.598124133296328"
"SPD","1988","16-34 y.","no degree/no degree yet","51","0.491804226515319","0.392824395974355","0.590784057056283"
"SPD","1988","35-65 y.","lower secondary degree","870","0.517071264043838","0.493268009684976","0.540874518402699"
"SPD","1988","35-65 y.","secondary school degree","180","0.387489025505957","0.342774120715622","0.432203930296293"
"SPD","1988","35-65 y.","college entrance qualification","132","0.346658488215576","0.297360678561023","0.395956297870129"
"SPD","1988","35-65 y.","Other degree","187","0.712098486471174","0.655971711041795","0.768225261900552"
"SPD","1988","35-65 y.","no degree/no degree yet","92","0.894884478407094","0.836771502645586","0.952997454168602"
"SPD","1988","66 and older","lower secondary degree","242","0.529188147145104","0.484252844796159","0.57412344949405"
"SPD","1988","66 and older","secondary school degree","21","","",""
"SPD","1988","66 and older","college entrance qualification","11","","",""
"SPD","1988","66 and older","Other degree","3","","",""
"SPD","1988","66 and older","no degree/no degree yet","1","","",""
"FDP","1988","16-34 y.","lower secondary degree","11","","",""
"FDP","1988","16-34 y.","secondary school degree","12","","",""
"FDP","1988","16-34 y.","college entrance qualification","25","","",""
"FDP","1988","16-34 y.","Other degree","","","",""
"FDP","1988","16-34 y.","no degree/no degree yet","4","","",""
"FDP","1988","35-65 y.","lower secondary degree","50","0.0278406361130795","0.0200040317652621","0.035677240460897"
"FDP","1988","35-65 y.","secondary school degree","42","0.0947903813807079","0.0679046172015233","0.121676145559892"
"FDP","1988","35-65 y.","college entrance qualification","29","","",""
"FDP","1988","35-65 y.","Other degree","4","","",""
"FDP","1988","35-65 y.","no degree/no degree yet","","","",""
"FDP","1988","66 and older","lower secondary degree","20","","",""
"FDP","1988","66 and older","secondary school degree","8","","",""
"FDP","1988","66 and older","college entrance qualification","9","","",""
"FDP","1988","66 and older","Other degree","","","",""
"FDP","1988","66 and older","no degree/no degree yet","","","",""
"Grüne","1988","16-34 y.","lower secondary degree","50","0.0798311173495338","0.0589470143750068","0.100715220324061"
"Grüne","1988","16-34 y.","secondary school degree","51","0.121740678993587","0.0909774109236043","0.15250394706357"
"Grüne","1988","16-34 y.","college entrance qualification","88","0.254990669171322","0.210337678781684","0.29964365956096"
"Grüne","1988","16-34 y.","Other degree","16","","",""
"Grüne","1988","16-34 y.","no degree/no degree yet","18","","",""
"Grüne","1988","35-65 y.","lower secondary degree","28","","",""
"Grüne","1988","35-65 y.","secondary school degree","9","","",""
"Grüne","1988","35-65 y.","college entrance qualification","44","0.119644908923055","0.0860260762616213","0.153263741584489"
"Grüne","1988","35-65 y.","Other degree","18","","",""
"Grüne","1988","35-65 y.","no degree/no degree yet","2","","",""
"Grüne","1988","66 and older","lower secondary degree","2","","",""
"Grüne","1988","66 and older","secondary school degree","","","",""
"Grüne","1988","66 and older","college entrance qualification","","","",""
"Grüne","1988","66 and older","Other degree","","","",""
"Grüne","1988","66 and older","no degree/no degree yet","","","",""
"PDS/Linke","1988","16-34 y.","lower secondary degree","","","",""
"PDS/Linke","1988","16-34 y.","secondary school degree","","","",""
"PDS/Linke","1988","16-34 y.","college entrance qualification","","","",""
"PDS/Linke","1988","16-34 y.","Other degree","","","",""
"PDS/Linke","1988","16-34 y.","no degree/no degree yet","","","",""
"PDS/Linke","1988","35-65 y.","lower secondary degree","","","",""
"PDS/Linke","1988","35-65 y.","secondary school degree","","","",""
"PDS/Linke","1988","35-65 y.","college entrance qualification","","","",""
"PDS/Linke","1988","35-65 y.","Other degree","","","",""
"PDS/Linke","1988","35-65 y.","no degree/no degree yet","","","",""
"PDS/Linke","1988","66 and older","lower secondary degree","","","",""
"PDS/Linke","1988","66 and older","secondary school degree","","","",""
"PDS/Linke","1988","66 and older","college entrance qualification","","","",""
"PDS/Linke","1988","66 and older","Other degree","","","",""
"PDS/Linke","1988","66 and older","no degree/no degree yet","","","",""
"NPD Combination","1988","16-34 y.","lower secondary degree","","","",""
"NPD Combination","1988","16-34 y.","secondary school degree","","","",""
"NPD Combination","1988","16-34 y.","college entrance qualification","","","",""
"NPD Combination","1988","16-34 y.","Other degree","","","",""
"NPD Combination","1988","16-34 y.","no degree/no degree yet","","","",""
"NPD Combination","1988","35-65 y.","lower secondary degree","","","",""
"NPD Combination","1988","35-65 y.","secondary school degree","","","",""
"NPD Combination","1988","35-65 y.","college entrance qualification","","","",""
"NPD Combination","1988","35-65 y.","Other degree","","","",""
"NPD Combination","1988","35-65 y.","no degree/no degree yet","","","",""
"NPD Combination","1988","66 and older","lower secondary degree","","","",""
